"","STAND","PLOT","TEST","pre","post","GRAV","GRAV.CORR","PRE.INCUB.EXTRACT.DRY.MASS","POST.INCUB.EXTRACT.DRY.MASS","TIME.INTERVAL","CORRECTED.PRE","CORRECTED.POST","TURNOVER"
"53","Stand_3","Plot_5","Nitrate",0.0361409574468085,0.005,0.146358161726212,0.146358161726212,25.7748616648387,25.6451081054211,26.9861111111111,0.0841307113499139,0.0116981374680414,-0.00268406861528298
"54","Stand_31","Plot_47","Nitrate",0.00564095744680851,0,0.170128567471339,0.170128567471339,24.8969728472923,24.9857690905729,27.7673611111111,0.0135943212407576,0,-0.000489579156851091
"55","Stand_41","Plot_53","Nitrate",0.0881409574468085,2.6355,0.100331193713096,0.100331193713096,27.2851555570692,27.1457068920948,28.7638888888889,0.19382178106873,5.82523050987668,0.19578050626469
"56","Stand_50","Plot_59","Nitrate",0.0301409574468085,0,0.137263785542526,0.137263785542526,25.9588699568109,25.9088312563724,26.9722222222222,0.0696662624304267,0,-0.00258288923531963
"57","Stand_58","Plot_65","Nitrate",0,0.487,0.111300613504981,0.111300613504981,26.7800673126409,26.7178583555863,27.1458333333333,0,1.09365053183204,0.0402879704742424
"58","Stand_6","Plot_11","Nitrate",0.550140957446808,4.263,0.169109148420401,0.169109148420401,25.0430502666091,25.0588371927891,27.1388888888889,1.31806856973889,10.2071775331061,0.327541374289886
"59","Stand_7","Plot_17","Nitrate",0.00764095744680851,2.146,0.138566799706369,0.13856679970637,25.8955434340268,25.8920977012256,27.1319444444444,0.0177041060357164,4.97294585729548,0.182634966004967
"60","Stand_9","Plot_23","Nitrate",0.00264095744680851,0.2555,0.147602424214908,0.147602424214908,25.8762332081081,25.6256283208272,28.7604166666667,0.00612366744162978,0.598229233955623,0.0205875169812906
"61","Stand_100","Plot_72","Nitrate",0.552534574468085,8.002,0.142840302095653,0.142840302095653,25.7439343668591,25.7422200474633,28.7534722222222,1.28776254614612,18.6510720176721,0.603868268059349
"62","Stand_20","Plot_30","Nitrate",0.0425345744680851,0.0275,0.125130730030241,0.125130730030241,26.2871969547814,26.2662000923021,27.7881944444444,0.0970843134197658,0.0628183747249976,-0.00123311137624556
"63","Stand_22","Plot_36","Nitrate",1.60653457446809,9.563,0.240262013652058,0.240262013652058,23.090716619073,22.966119589312,28.7708333333333,4.17449471396938,24.9837591313,0.723276388147624
"64","Stand_24","Plot_42","Nitrate",1.23453457446808,8.5235,0.178248755363016,0.178248755363016,24.6566460953327,24.8587969015134,27.0833333333333,3.0041423388117,20.5725965752134,0.648681387190216
"65","Stand_3","Plot_6","Nitrate",0.0185345744680851,0.00700000000000001,0.188954216344987,0.188954216344987,24.5268355435112,24.520347177242,26.9861111111111,0.0453411311912724,0.0171286318649604,-0.00104544516288958
"66","Stand_31","Plot_48","Nitrate",0,0.0225,0.135365295987498,0.135365295987498,25.9770850473516,26.0280984948884,27.7638888888889,0,0.0518670236423581,0.00186814692458719
"67","Stand_41","Plot_54","Nitrate",0.349534574468085,9.0455,0.106521870181809,0.106521870181809,26.8204265008824,26.8204265008824,28.7638888888889,0.781944107689528,20.2356961020789,0.676325515980702
"68","Stand_50","Plot_60","Nitrate",0.0030345744680851,0,0.130280666547014,0.130280666547014,26.0941891615899,26.1924674462701,26.9652777777778,0.006977586732341,0,-0.000258761908178497
"69","Stand_58","Plot_66","Nitrate",0.0180345744680851,0.637,0.105161227913319,0.105161227913319,26.8764825196235,26.8496373564609,27.1354166666667,0.0402610150824255,1.42348291310546,0.0509747801190829
"70","Stand_6","Plot_12","Nitrate",0.664534574468085,4.9685,0.215065554983402,0.215065554983402,23.6736228617006,23.5582374982832,27.1388888888889,1.6842405026478,12.6541724533393,0.404214483341755
"71","Stand_7","Plot_18","Nitrate",0.0310345744680851,1.7075,0.120330844597945,0.120330844597945,26.5061909905747,26.4155850675683,27.1284722222222,0.0702505489659845,3.87839223465782,0.140374351142871
"72","Stand_9","Plot_24","Nitrate",0.0325345744680851,0.3035,0.127445502638808,0.127445502638808,26.4567249144887,26.3127534224241,28.7604166666667,0.0737836778510735,0.692059842908009,0.0214974689769887
